Name,Year,Votes,NumBallots,p,YoB,PosSummary,position,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,all.star,drugs,rookie,gold.gloves,mvp,cy.young
Don Larsen,1975,23,362,0.063535912,2,*1/7,P,26,6,14,17,15.5,16.2,32.3,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81,81,91,3.78,99,1.4,412,171,23,1548,1442,130,725,849,0,0,0,0,0,0
Elston Howard,1975,23,362,0.063535912,2,*2739,C,82,22,14,24.5,25,24.8,40.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,2,1,0
Walker Cooper,1975,13,362,0.035911602,8,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Lew Burdette,1975,11,362,0.03038674,3,*1,P,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,2,0,0,0,0,0
Ken Boyer,1975,9,362,0.024861878,1,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
Harvey Haddix,1975,8,362,0.022099448,5,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Will White,1975,7,362,0.019337017,1,*1/O,P,141,47,10,31.6,32.3,32,57.9,403,1478,167,271,1,111,0,56,0.183,0.215,0.214,0.429,41,229,166,2.28,121,1.111,403,401,0,3542.2,3440,65,496,1041,0,0,0,0,0,0
Vern Law,1975,6,362,0.016574586,3,*1/9,P,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,1,0,0,0,0,0
Vic Wertz,1975,5,362,0.013812155,6,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Dick Groat,1975,4,362,0.011049724,3,*6/534,SS,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0
Johnny Podres,1975,3,362,0.008287293,1,*1,P,46,19,15,27.1,24.3,25.7,57.9,462,762,61,145,2,50,1,32,0.19,0.224,0.226,0.449,21,148,116,3.68,105,1.317,440,340,11,2265,2239,242,743,1435,3,0,0,0,0,0
Bill Virdon,1975,1,362,0.002762431,2,*89/7,CF,10,8,12,16.7,15.7,16.2,54.8,1583,5980,735,1596,91,502,47,442,0.267,0.316,0.379,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0
Rocky Colavito,1975,1,362,0.002762431,2,*9*7/31,RF,82,30,14,41.7,33.7,37.7,55.4,1841,6503,971,1730,374,1159,19,951,0.266,0.359,0.489,0.848,132,1,0,0,NA,1.059,2,0,0,5.2,1,0,5,2,6,0,0,0,0,0
Mickey Mantle,1974,322,365,0.882191781,1,*8397/645,CF,300,65,18,105.5,63,84.2,54.8,2401,8102,1676,2415,536,1509,153,1733,0.298,0.421,0.557,0.977,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,1,3,0
Whitey Ford,1974,284,365,0.778082192,2,*1,P,208,56,16,54.2,33.1,43.6,57.9,500,1023,91,177,3,69,3,113,0.173,0.256,0.2,0.457,28,236,106,2.75,133,1.215,498,438,10,3170.1,2766,228,1086,1956,8,0,0,0,0,1
Robin Roberts,1974,224,365,0.61369863,2,*1,P,128,47,19,80.1,52,66,57.9,688,1525,107,255,5,103,3,135,0.167,0.238,0.226,0.464,27,286,245,3.41,113,1.17,676,609,25,4688.2,4582,505,902,2357,7,0,0,0,0,0
Gil Hodges,1974,198,365,0.542465753,6,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Eddie Mathews,1974,118,365,0.323287671,1,*537,3B,162,54,17,91.9,52.5,72.2,53.4,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0
Duke Snider,1974,111,365,0.304109589,5,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Red Schoendienst,1974,110,365,0.301369863,6,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Nellie Fox,1974,79,365,0.216438356,4,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Roger Maris,1974,78,365,0.21369863,1,*98/7,RF,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,2,0
Richie Ashburn,1974,56,365,0.153424658,7,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Don Larsen,1974,29,365,0.079452055,1,*1/7,P,26,6,14,17,15.5,16.2,32.3,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81,81,91,3.78,99,1.4,412,171,23,1548,1442,130,725,849,0,0,0,0,0,0
Ted Kluszewski,1974,28,365,0.076712329,8,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Elston Howard,1974,19,365,0.052054795,1,*2739,C,82,22,14,24.5,25,24.8,40.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,2,1,0
Walker Cooper,1974,9,365,0.024657534,7,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Harvey Haddix,1974,8,365,0.021917808,4,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Lew Burdette,1974,7,365,0.019178082,2,*1,P,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,2,0,0,0,0,0
Vern Law,1974,5,365,0.01369863,2,*1/9,P,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,1,0,0,0,0,0
Bobby Richardson,1974,5,365,0.01369863,3,*45/6,2B,69,12,12,6.5,9.2,7.9,54.4,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,0,0
Roy McMillan,1974,4,365,0.010958904,3,*6/54,SS,27,16,16,21.7,17.8,19.8,52.1,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,3,0,0
Billy Pierce,1974,4,365,0.010958904,5,*1/3,P,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,7,0,0,0,0,0
Dick Groat,1974,4,365,0.010958904,2,*6/534,SS,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0
Bobby Shantz,1974,3,365,0.008219178,5,*1/8,P,53,16,16,32.5,23.7,28.1,32.3,578,548,60,107,1,46,3,47,0.195,0.265,0.245,0.509,38,119,99,3.38,119,1.26,537,171,48,1935.2,1795,151,643,1072,3,0,0,8,1,0
Curt Simmons,1974,3,365,0.008219178,2,*1,P,37,24,20,38.9,28.6,33.7,57.9,609,1135,93,194,1,76,2,59,0.171,0.213,0.196,0.408,11,193,183,3.54,111,1.307,569,462,5,3348.1,3313,255,1063,1697,3,0,0,0,0,0
Bill Virdon,1974,3,365,0.008219178,1,*89/7,CF,10,8,12,16.7,15.7,16.2,54.8,1583,5980,735,1596,91,502,47,442,0.267,0.316,0.379,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0
Rocky Colavito,1974,2,365,0.005479452,1,*9*7/31,RF,82,30,14,41.7,33.7,37.7,55.4,1841,6503,971,1730,374,1159,19,951,0.266,0.359,0.489,0.848,132,1,0,0,NA,1.059,2,0,0,5.2,1,0,5,2,6,0,0,0,0,0
Vic Wertz,1974,2,365,0.005479452,5,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Smoky Burgess,1974,2,365,0.005479452,2,*2,C,46,34,18,31.2,21.6,26.4,40.7,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0
Warren Spahn,1973,316,380,0.831578947,1,*1,P,260,66,21,93.5,49,71.2,57.9,783,1872,141,363,35,189,4,94,0.194,0.234,0.287,0.52,43,363,245,3.09,119,1.195,750,665,29,5243.2,4830,434,1434,2583,14,0,0,0,0,1
Whitey Ford,1973,255,380,0.671052632,1,*1,P,208,56,16,54.2,33.1,43.6,57.9,500,1023,91,177,3,69,3,113,0.173,0.256,0.2,0.457,28,236,106,2.75,133,1.215,498,438,10,3170.1,2766,228,1086,1956,8,0,0,0,0,1
Gil Hodges,1973,218,380,0.573684211,5,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Robin Roberts,1973,213,380,0.560526316,1,*1,P,128,47,19,80.1,52,66,57.9,688,1525,107,255,5,103,3,135,0.167,0.238,0.226,0.464,27,286,245,3.41,113,1.17,676,609,25,4688.2,4582,505,902,2357,7,0,0,0,0,0
Duke Snider,1973,101,380,0.265789474,4,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Red Schoendienst,1973,96,380,0.252631579,5,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Nellie Fox,1973,73,380,0.192105263,3,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Richie Ashburn,1973,25,380,0.065789474,6,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Ted Kluszewski,1973,14,380,0.036842105,7,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Lew Burdette,1973,12,380,0.031578947,1,*1,P,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,2,0,0,0,0,0
Vern Law,1973,9,380,0.023684211,1,*1/9,P,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,1,0,0,0,0,0
Walker Cooper,1973,8,380,0.021052632,6,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Dick Groat,1973,7,380,0.018421053,1,*6/534,SS,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0
Roy McMillan,1973,5,380,0.013157895,2,*6/54,SS,27,16,16,21.7,17.8,19.8,52.1,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,3,0,0
Bobby Shantz,1973,5,380,0.013157895,4,*1/8,P,53,16,16,32.5,23.7,28.1,32.3,578,548,60,107,1,46,3,47,0.195,0.265,0.245,0.509,38,119,99,3.38,119,1.26,537,171,48,1935.2,1795,151,643,1072,3,0,0,8,1,0
Curt Simmons,1973,5,380,0.013157895,1,*1,P,37,24,20,38.9,28.6,33.7,57.9,609,1135,93,194,1,76,2,59,0.171,0.213,0.196,0.408,11,193,183,3.54,111,1.307,569,462,5,3348.1,3313,255,1063,1697,3,0,0,0,0,0
Billy Pierce,1973,4,380,0.010526316,4,*1/3,P,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,7,0,0,0,0,0
Vic Wertz,1973,2,380,0.005263158,4,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Bobby Richardson,1973,2,380,0.005263158,2,*45/6,2B,69,12,12,6.5,9.2,7.9,54.4,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,0,0
Smoky Burgess,1973,1,380,0.002631579,1,*2,C,46,34,18,31.2,21.6,26.4,40.7,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0
Harvey Haddix,1973,1,380,0.002631579,3,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Sandy Koufax,1972,344,396,0.868686869,1,*1,P,227,46,12,46.2,43.8,45,57.9,397,776,26,75,2,28,0,43,0.097,0.145,0.116,0.261,-26,165,87,2.76,131,1.106,397,314,9,2324.1,1754,204,817,2396,6,0,0,0,1,3
Yogi Berra,1972,339,396,0.856060606,2,*279/35,C,226,49,19,56.1,35.1,45.6,40.7,2120,7555,1175,2150,358,1430,30,704,0.285,0.348,0.482,0.83,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,3,0
Early Wynn,1972,301,396,0.76010101,4,*1,P,141,44,23,56.2,37,46.6,57.9,796,1704,136,365,17,173,1,141,0.214,0.274,0.285,0.559,54,300,244,3.54,107,1.329,691,612,15,4564,4291,338,1775,2334,7,0,0,0,0,1
Gil Hodges,1972,161,396,0.406565657,4,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Red Schoendienst,1972,104,396,0.262626263,4,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Duke Snider,1972,84,396,0.212121212,3,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Nellie Fox,1972,64,396,0.161616162,2,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Richie Ashburn,1972,11,396,0.027777778,5,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Ted Kluszewski,1972,10,396,0.025252525,6,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Bobby Shantz,1972,9,396,0.022727273,3,*1/8,P,53,16,16,32.5,23.7,28.1,32.3,578,548,60,107,1,46,3,47,0.195,0.265,0.245,0.509,38,119,99,3.38,119,1.26,537,171,48,1935.2,1795,151,643,1072,3,0,0,8,1,0
Harvey Haddix,1972,9,396,0.022727273,2,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Roy McMillan,1972,9,396,0.022727273,1,*6/54,SS,27,16,16,21.7,17.8,19.8,52.1,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,3,0,0
Bobby Richardson,1972,8,396,0.02020202,1,*45/6,2B,69,12,12,6.5,9.2,7.9,54.4,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,0,0
Walker Cooper,1972,8,396,0.02020202,5,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Vic Wertz,1972,4,396,0.01010101,3,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Billy Pierce,1972,4,396,0.01010101,3,*1/3,P,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,7,0,0,0,0,0
Roy Sievers,1972,3,396,0.007575758,2,*3*785/9,1B,50,26,17,22.8,21.3,22.1,51.5,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0
Vic Power,1972,3,396,0.007575758,2,*34587/96,1B,38,10,12,13.1,14.8,13.9,51.5,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,7,0,0
Eddie Lopat,1972,2,396,0.005050505,5,*1,P,64,27,12,29.7,26,27.9,57.9,357,887,87,187,5,77,0,73,0.211,0.271,0.268,0.539,50,166,112,3.21,116,1.277,340,318,3,2439.1,2464,179,650,859,1,0,0,0,0,0
Jackie Jensen,1972,1,396,0.002525253,6,*987,RF,56,25,11,25.5,23.1,24.3,55.4,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,1,0
Yogi Berra,1971,242,360,0.672222222,1,*279/35,C,226,49,19,56.1,35.1,45.6,40.7,2120,7555,1175,2150,358,1430,30,704,0.285,0.348,0.482,0.83,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,3,0
Early Wynn,1971,240,360,0.666666667,3,*1,P,141,44,23,56.2,37,46.6,57.9,796,1704,136,365,17,173,1,141,0.214,0.274,0.285,0.559,54,300,244,3.54,107,1.329,691,612,15,4564,4291,338,1775,2334,7,0,0,0,0,1
Gil Hodges,1971,180,360,0.5,3,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Red Schoendienst,1971,123,360,0.341666667,3,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Duke Snider,1971,89,360,0.247222222,2,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Nellie Fox,1971,39,360,0.108333333,1,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Harvey Haddix,1971,10,360,0.027777778,1,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Richie Ashburn,1971,10,360,0.027777778,4,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Ted Kluszewski,1971,9,360,0.025,5,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Billy Pierce,1971,7,360,0.019444444,2,*1/3,P,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,7,0,0,0,0,0
Walker Cooper,1971,7,360,0.019444444,4,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Bobby Shantz,1971,5,360,0.013888889,2,*1/8,P,53,16,16,32.5,23.7,28.1,32.3,578,548,60,107,1,46,3,47,0.195,0.265,0.245,0.509,38,119,99,3.38,119,1.26,537,171,48,1935.2,1795,151,643,1072,3,0,0,8,1,0
Roy Sievers,1971,4,360,0.011111111,1,*3*785/9,1B,50,26,17,22.8,21.3,22.1,51.5,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0
Eddie Lopat,1971,4,360,0.011111111,4,*1,P,64,27,12,29.7,26,27.9,57.9,357,887,87,187,5,77,0,73,0.211,0.271,0.268,0.539,50,166,112,3.21,116,1.277,340,318,3,2439.1,2464,179,650,859,1,0,0,0,0,0
Vic Power,1971,2,360,0.005555556,1,*34587/96,1B,38,10,12,13.1,14.8,13.9,51.5,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,7,0,0
Wally Moon,1971,2,360,0.005555556,1,*7*983,LF,24,21,12,22.3,23.7,23,50.7,1457,4843,737,1399,142,661,89,644,0.289,0.371,0.445,0.817,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0
Jackie Jensen,1971,2,360,0.005555556,5,*987,RF,56,25,11,25.5,23.1,24.3,55.4,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,1,0
Vic Wertz,1971,2,360,0.005555556,2,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Bill Bruton,1971,1,360,0.002777778,1,*8/7,CF,20,14,12,23.5,17.6,20.6,54.8,1610,6056,937,1651,94,545,207,482,0.273,0.328,0.393,0.72,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
